Ensembl_ID,Protein_Accession,Gene,Gene_Description,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
ENSG00000118961,B5MDU6,LDAH,lipid droplet associated hydrolase [Source:HGNC Symbol;Acc:HGNC:26145],-0.608,-0.131,-0.369,-0.024,1.53E-03,1.84E-01,2.78E-02,5.55E-01
ENSG00000198728,Q86U70,LDB1,LIM domain binding 1 [Source:HGNC Symbol;Acc:HGNC:6532],0.521,0.831,1.056,0.663,9.16E-03,1.66E-02,1.59E-02,1.15E-01
ENSG00000134333,P00338,LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535],-2.153,0.006,0.215,-0.282,9.38E-04,7.84E-01,2.84E-01,1.05E-01
ENSG00000111716,A0A5F9ZHM4,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541],0.518,0.097,0.138,-0.052,9.49E-03,3.41E-02,1.68E-01,8.29E-02
ENSG00000130164,J3KMZ9,LDLR,low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547],-2.080,-1.127,-0.129,-0.239,2.70E-03,5.44E-02,8.33E-01,5.97E-01
ENSG00000157978,Q5SW96,LDLRAP1,low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640],-0.083,0.956,1.184,-0.244,1.95E-01,5.87E-03,6.21E-02,9.79E-02
ENSG00000161904,Q8NC56,LEMD2,LEM domain nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:21244],-0.871,-0.312,0.056,-0.163,2.74E-03,8.81E-02,8.20E-01,2.04E-01
ENSG00000174106,Q9Y2U8,LEMD3,LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887],0.188,-0.372,-0.287,-0.016,1.65E-02,1.31E-02,3.11E-02,9.00E-01
ENSG00000167615,Q96PV6,LENG8,leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500],1.582,-0.249,-0.099,0.288,2.93E-04,5.06E-01,9.10E-01,1.55E-01
ENSG00000166477,Q8WVC0,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]",0.834,-0.189,0.049,0.164,1.87E-03,6.60E-01,5.74E-01,2.66E-01
ENSG00000168924,O95202,LETM1,leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556],0.480,-0.088,-0.035,0.113,3.37E-05,3.51E-02,2.62E-01,3.52E-02
ENSG00000100097,P09382,LGALS1,galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561],-3.071,0.678,0.007,-0.222,1.31E-04,1.41E-03,8.67E-01,6.95E-02
ENSG00000131981,P17931,LGALS3,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563],-1.398,1.019,0.209,-0.277,6.49E-04,3.03E-03,1.50E-01,7.13E-02
ENSG00000108679,Q08380,LGALS3BP,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564],2.263,-0.326,-1.362,-0.893,1.14E-05,2.40E-01,4.95E-02,7.01E-02
ENSG00000116977,E9PJ77,LGALS8,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569],-0.725,0.249,-0.069,-0.241,6.71E-03,2.29E-01,5.37E-01,1.43E-01
ENSG00000119862,Q3ZCW2,LGALSL,galectin like [Source:HGNC Symbol;Acc:HGNC:25012],2.487,0.889,0.244,-0.178,4.66E-03,2.46E-02,6.19E-01,3.56E-01
ENSG00000100600,Q99538,LGMN,legumain [Source:HGNC Symbol;Acc:HGNC:9472],-1.313,-0.302,-0.600,-0.501,1.51E-02,2.95E-01,1.42E-01,1.47E-01
ENSG00000107902,Q9H008,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042],-0.929,0.047,-0.139,-0.180,2.84E-03,9.42E-01,4.62E-01,2.24E-01
ENSG00000105486,P18858,LIG1,DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598],1.716,-0.310,0.445,0.694,7.26E-04,6.14E-01,2.12E-01,8.70E-02
ENSG00000005156,P49916,LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600],1.929,-0.072,0.037,0.352,1.06E-06,6.21E-01,6.75E-01,2.47E-02
ENSG00000174405,A0A0C4DGV9,LIG4,DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601],1.082,-0.139,-0.213,0.419,4.23E-03,1.67E-01,2.81E-01,9.23E-03
ENSG00000050405,Q9UHB6,LIMA1,LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636],-1.768,0.254,0.064,-0.030,3.60E-04,3.60E-02,4.21E-01,8.73E-01
ENSG00000064042,Q9UPQ0,LIMCH1,LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191],-0.723,0.061,-0.184,-1.190,1.70E-01,8.80E-01,5.89E-01,1.55E-01
ENSG00000144791,C9JRJ5,LIMD1,LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6612],-0.202,0.322,0.290,0.408,1.88E-01,1.43E-01,1.85E-01,1.65E-01
ENSG00000106683,E9PC47,LIMK1,LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613],-1.070,0.292,0.461,-0.057,5.80E-04,3.56E-02,1.22E-02,7.99E-01
ENSG00000182541,B5MC51,LIMK2,LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614],0.179,-0.578,0.161,0.073,4.11E-02,3.16E-02,1.79E-01,5.33E-01
ENSG00000169756,P48059,LIMS1,LIM zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6616],-1.501,-0.572,-0.145,-0.045,9.42E-05,4.49E-03,9.50E-02,3.85E-01
ENSG00000072163,Q7Z4I7,LIMS2,LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084],-2.430,0.021,-0.785,-0.514,3.97E-02,8.41E-01,2.62E-01,3.19E-01
ENSG00000187772,A0A1B0GVD3,LIN28B,lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207],5.732,-0.932,-0.080,-0.448,2.18E-03,3.09E-01,7.48E-01,3.61E-01
ENSG00000267796,M0QYM3,LIN37,lin-37 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:33234],1.689,-0.654,-0.143,0.755,4.53E-04,3.64E-01,9.61E-01,7.31E-02
ENSG00000148943,Q9NUP9,LIN7C,"lin-7 homolog C, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17789]",0.623,0.082,0.034,-0.410,9.54E-05,4.76E-01,8.35E-01,6.19E-02
ENSG00000183814,H0Y322,LIN9,lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830],0.894,-0.277,0.074,0.482,6.50E-04,2.36E-01,5.32E-01,4.26E-02
ENSG00000107798,A0A0A0MT32,LIPA,"lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]",-1.746,0.665,-0.317,-0.562,1.02E-02,7.80E-02,2.86E-01,1.34E-01
ENSG00000189067,Q99732,LITAF,lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841],-0.416,0.318,-0.171,-1.103,3.84E-02,1.41E-01,4.02E-01,3.38E-02
ENSG00000271601,Q8IVB5,LIX1L,limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715],-1.836,0.276,-0.260,-0.442,3.93E-04,1.65E-01,3.26E-01,1.87E-01
ENSG00000131899,Q15334,LLGL1,LLGL scribble cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:6628],0.670,-0.145,-0.314,-0.354,8.24E-03,4.52E-01,2.09E-01,1.53E-01
ENSG00000073350,J3QRV5,LLGL2,LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629],2.882,-0.612,-0.833,-1.625,1.01E-05,2.45E-01,3.58E-01,2.23E-01
ENSG00000139233,Q9BRT6,LLPH,"LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]",0.091,-0.306,-0.056,0.093,3.30E-01,1.27E-02,3.20E-01,6.39E-01
ENSG00000074695,P49257,LMAN1,"lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]",-1.159,0.095,-0.004,-0.126,1.24E-04,2.16E-01,7.96E-01,9.34E-02
ENSG00000169223,Q12907,LMAN2,"lectin, mannose binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]",-0.741,-0.086,0.031,-0.268,5.93E-03,4.13E-01,8.90E-01,1.18E-01
ENSG00000114988,Q9H0V9,LMAN2L,"lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]",-0.371,0.185,0.138,-0.314,7.02E-02,6.21E-01,7.53E-01,1.74E-01
ENSG00000168216,Q9NUN5,LMBRD1,LMBR1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23038],0.321,0.273,-0.132,-0.504,1.91E-01,4.33E-01,5.11E-01,1.30E-01
ENSG00000164187,Q68DH5,LMBRD2,LMBR1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25287],-0.134,-0.209,-0.656,-0.076,2.27E-02,6.00E-02,7.10E-03,2.21E-01
ENSG00000071282,Q9NZU5,LMCD1,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633],-2.264,0.106,-0.574,-0.071,1.24E-02,9.91E-01,1.99E-01,6.27E-01
ENSG00000103227,H3BVI4,LMF1,lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154],0.861,-0.334,-0.208,0.205,5.32E-03,3.34E-01,6.27E-01,5.03E-01
ENSG00000100258,Q9BU23,LMF2,lipase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:25096],-0.923,-0.687,-0.087,0.011,4.74E-03,3.29E-02,7.38E-01,7.45E-01
ENSG00000160789,A0A6Q8PFJ0,LMNA,lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636],-2.592,-0.087,-0.069,-0.241,5.04E-04,4.05E-01,4.92E-01,1.10E-01
ENSG00000113368,P20700,LMNB1,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637],1.010,0.148,0.047,0.438,1.83E-04,2.76E-01,6.02E-01,5.15E-02
ENSG00000176619,Q03252,LMNB2,lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638],-0.486,-0.133,0.044,-0.072,5.85E-04,6.85E-02,2.55E-01,3.11E-01
ENSG00000136153,E9PMS6,LMO7,LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646],-2.270,-0.505,-0.927,-1.110,5.03E-03,1.45E-01,6.65E-02,6.26E-02
ENSG00000136153,F8WD26,LMO7,LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646],-2.699,-0.489,-0.972,-0.980,3.66E-03,1.36E-01,6.18E-02,6.53E-02
ENSG00000163431,P29536,LMOD1,leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647],-2.899,-1.012,-1.579,0.273,2.09E-02,1.57E-01,1.08E-01,7.23E-01
ENSG00000113441,Q9UIQ6,LNPEP,leucyl and cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656],-0.903,0.105,-0.029,-0.069,5.93E-04,2.95E-01,6.65E-01,3.07E-01
ENSG00000144320,Q9C0E8,LNPK,"lunapark, ER junction formation factor [Source:HGNC Symbol;Acc:HGNC:21610]",-1.438,-0.196,-0.122,-0.252,1.63E-03,1.93E-01,3.18E-01,1.22E-01
ENSG00000196365,K7EKE6,LONP1,"lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]",0.690,0.421,0.109,0.468,6.92E-04,1.36E-02,4.23E-01,3.15E-02
ENSG00000102910,Q86WA8,LONP2,"lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]",-0.349,-0.419,0.265,0.306,9.25E-03,3.56E-02,3.50E-02,3.52E-02
ENSG00000170500,Q1L5Z9,LONRF2,LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788],2.328,-0.519,-0.589,0.017,2.51E-03,2.99E-02,3.30E-02,7.80E-01
ENSG00000113083,P28300,LOX,lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664],-1.622,0.055,-0.117,-0.254,1.10E-03,9.42E-01,3.36E-01,1.14E-01
ENSG00000167210,A0A2R8Y7K4,LOXHD1,lipoxygenase homology PLAT domains 1 [Source:HGNC Symbol;Acc:HGNC:26521],-0.669,-0.054,0.305,-0.054,2.13E-02,9.56E-01,1.15E-01,9.49E-01
ENSG00000129038,Q08397,LOXL1,lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665],-1.101,1.103,0.131,-0.155,1.13E-03,1.01E-02,2.40E-01,5.47E-01
ENSG00000134013,Q9Y4K0,LOXL2,lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666],-2.356,0.347,-0.650,-0.281,1.23E-02,4.69E-01,1.79E-01,3.41E-01
ENSG00000138131,Q96JB6,LOXL4,lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171],-2.749,1.456,-0.830,-1.943,2.97E-02,1.98E-02,2.32E-01,1.00E-01
ENSG00000153395,Q8NF37,LPCAT1,lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718],0.294,0.107,0.437,0.111,5.90E-02,4.18E-01,6.48E-02,3.65E-01
ENSG00000087253,Q7L5N7,LPCAT2,lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032],-1.177,-0.910,-0.422,-0.671,3.18E-04,2.15E-03,1.75E-02,1.19E-02
ENSG00000111684,Q6P1A2,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244],-0.453,-0.666,-1.130,-0.454,2.99E-02,4.55E-02,2.84E-02,8.73E-02
ENSG00000176454,Q643R3,LPCAT4,lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059],-1.221,-0.126,-0.117,-0.225,4.61E-05,2.31E-01,9.44E-02,1.02E-01
ENSG00000123684,Q92604,LPGAT1,lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985],-0.642,0.095,0.154,-0.110,1.24E-03,3.25E-01,7.71E-02,2.79E-01
ENSG00000134324,Q14693,LPIN1,lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345],-0.814,-1.289,-1.069,-0.224,1.91E-03,4.92E-03,1.04E-02,1.53E-01
ENSG00000101577,Q92539,LPIN2,lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450],-0.657,0.428,-0.131,0.089,1.78E-02,2.45E-01,7.51E-01,5.24E-01
ENSG00000132793,Q9BQK8,LPIN3,lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451],-1.254,0.055,-0.222,-0.584,6.91E-03,9.99E-01,3.00E-01,8.94E-02
ENSG00000145012,Q93052,LPP,LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679],-1.531,-0.021,-0.236,-0.021,2.72E-03,7.52E-01,2.28E-01,7.08E-01
ENSG00000145012,C9J2R5,LPP,LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679],-1.637,0.099,-0.347,-0.160,9.38E-04,7.35E-01,7.22E-02,1.74E-01
ENSG00000110031,O60711,LPXN,leupaxin [Source:HGNC Symbol;Acc:HGNC:14061],-2.978,-0.425,0.629,-1.128,7.40E-04,8.35E-02,1.63E-02,3.16E-02
ENSG00000168672,Q96KN1,LRATD2,LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166],1.319,0.042,0.076,-0.400,7.25E-04,8.49E-01,9.84E-01,1.24E-01
ENSG00000198589,A0A494C1L5,LRBA,LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742],1.191,-0.118,-0.038,-0.276,3.20E-05,2.53E-01,6.63E-01,7.75E-02
ENSG00000136141,Q9Y2L9,LRCH1,leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309],-0.998,-0.551,-0.438,-0.294,4.70E-03,4.68E-02,8.44E-02,1.76E-01
ENSG00000130224,Q5VUJ6,LRCH2,leucine rich repeats and calponin homology domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29292],2.349,0.315,0.308,-0.379,1.60E-04,3.30E-01,5.91E-02,4.70E-02
ENSG00000186001,Q96II8,LRCH3,leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637],-1.035,-0.037,0.043,-0.111,5.66E-05,2.98E-01,4.41E-01,1.62E-01
ENSG00000077454,O75427,LRCH4,leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691],-0.759,-0.436,-0.295,-0.164,8.93E-03,1.01E-01,2.40E-01,3.28E-01
ENSG00000123384,Q07954,LRP1,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],-2.444,0.578,0.140,-0.435,4.10E-04,8.20E-03,3.42E-01,5.09E-02
ENSG00000134569,O75096,LRP4,LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696],-0.257,-0.091,0.698,0.527,6.42E-01,9.69E-01,6.17E-02,9.76E-02
ENSG00000163956,P30533,LRPAP1,LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701],-1.162,0.057,-0.113,-0.350,6.09E-05,4.60E-01,1.09E-01,2.12E-02
ENSG00000138095,A0A804HKI2,LRPPRC,leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714],0.601,-0.095,-0.223,0.169,3.44E-05,1.10E-01,2.31E-02,3.16E-02
ENSG00000137269,Q9BTT6,LRRC1,leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14307],1.995,-0.240,-0.253,-0.343,4.88E-05,3.60E-01,3.45E-01,2.23E-01
ENSG00000172061,Q8TF66,LRRC15,leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818],-3.224,-0.294,0.803,-0.742,1.51E-03,3.04E-01,1.45E-02,6.83E-02
ENSG00000066557,Q9H9A6,LRRC40,leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004],0.449,0.070,-0.071,0.091,5.26E-03,1.68E-01,2.47E-01,9.51E-02
ENSG00000132128,Q15345,LRRC41,leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917],0.105,0.209,0.355,0.476,3.32E-01,1.67E-01,1.81E-01,4.08E-02
ENSG00000130764,Q8N1G4,LRRC47,leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207],0.238,-0.185,-0.172,-0.035,2.33E-03,2.34E-02,3.77E-02,5.79E-01
ENSG00000108829,Q96AG4,LRRC59,leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817],-0.776,-0.344,-0.074,0.115,9.82E-04,2.77E-02,6.01E-01,1.48E-01
ENSG00000136802,Q8IWT6,LRRC8A,leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027],-0.020,-0.378,0.368,0.201,8.95E-01,7.54E-02,3.87E-02,1.07E-01
ENSG00000171488,Q8TDW0,LRRC8C,leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075],-0.094,-0.283,0.594,0.323,9.81E-01,6.09E-01,6.25E-02,2.02E-01
ENSG00000171492,Q7L1W4,LRRC8D,leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992],0.348,-0.047,-0.147,-0.101,2.80E-03,9.93E-01,4.26E-01,7.17E-01
ENSG00000171017,Q6NSJ5,LRRC8E,leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272],0.223,-0.266,0.006,0.111,1.82E-02,1.77E-01,7.28E-01,1.50E-01
ENSG00000124831,Q32MZ4,LRRFIP1,LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702],-1.258,-0.197,0.280,0.197,6.29E-04,1.55E-01,3.31E-02,7.37E-02
ENSG00000093167,Q9Y608,LRRFIP2,LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703],-1.944,-0.108,-0.023,-0.170,8.23E-05,1.06E-01,5.31E-01,5.97E-02
ENSG00000177363,Q8ND94,LRRN4CL,LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724],-2.765,1.742,-0.564,-2.002,5.61E-02,1.95E-02,4.04E-01,1.37E-01
ENSG00000148356,A0A6Q8PFL5,LRSAM1,leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135],-0.269,0.146,-0.052,-0.042,2.87E-02,3.86E-01,4.92E-01,4.86E-01
ENSG00000161036,Q9UFC0,LRWD1,leucine rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21769],1.576,0.120,0.420,0.319,4.40E-05,4.82E-01,7.09E-02,1.20E-01
ENSG00000185565,Q13449,LSAMP,limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705],-2.916,-0.013,-0.620,-2.398,5.04E-02,7.88E-01,3.62E-01,1.20E-01
ENSG00000041802,H7C2X7,LSG1,large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652],-0.161,-0.389,-0.304,0.340,7.05E-01,3.39E-01,4.51E-01,1.28E-01
ENSG00000175324,O15116,LSM1,"LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]",0.752,0.908,0.511,0.452,5.16E-04,1.14E-03,1.45E-02,2.37E-01
ENSG00000161654,K7ELG9,LSM12,LSM12 homolog [Source:HGNC Symbol;Acc:HGNC:26407],-0.153,0.403,0.326,0.328,4.15E-01,9.57E-02,1.31E-01,8.10E-02
ENSG00000257103,Q8ND56,LSM14A,LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489],0.930,-0.018,-0.036,0.137,9.68E-05,9.52E-01,9.46E-01,2.02E-01
ENSG00000149657,Q9BX40,LSM14B,LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887],0.556,0.047,0.023,0.390,9.36E-03,7.53E-01,8.35E-01,9.28E-02
ENSG00000204392,Q9Y333,LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",0.412,-0.087,0.010,0.177,3.18E-03,6.29E-01,7.78E-01,1.12E-01
ENSG00000170860,P62310,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]",2.882,0.531,0.129,0.304,5.83E-08,3.88E-02,2.32E-01,2.87E-01
ENSG00000130520,V9GZ56,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]",0.334,-0.044,0.317,0.139,5.03E-03,8.60E-01,2.85E-02,1.38E-01
ENSG00000106355,Q9Y4Y9,LSM5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]",3.210,1.046,0.253,0.557,9.61E-04,4.32E-02,7.53E-01,4.08E-01
ENSG00000130332,Q9UK45,LSM7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]",1.942,0.596,0.382,0.239,2.10E-05,2.35E-02,8.11E-02,1.71E-01
ENSG00000128534,O95777,LSM8,"LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]",0.896,0.357,0.435,0.385,2.75E-04,2.46E-02,6.17E-02,3.97E-02
ENSG00000160285,P48449,LSS,lanosterol synthase [Source:HGNC Symbol;Acc:HGNC:6708],-1.130,0.012,-0.194,-0.299,6.12E-03,8.30E-01,2.85E-01,1.52E-01
ENSG00000111144,P09960,LTA4H,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710],0.747,0.048,-0.119,-0.335,6.58E-04,9.60E-01,3.02E-01,8.27E-02
ENSG00000119681,Q14767,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715],-3.036,-0.157,0.578,-0.333,6.29E-04,5.82E-01,3.86E-02,2.10E-01
ENSG00000111321,F5H6F8,LTBR,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718],-5.072,-0.201,-0.481,-0.246,5.88E-05,6.57E-02,5.26E-02,5.60E-02
ENSG00000012223,E7EQB2,LTF,lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720],-2.963,-2.513,-2.055,-0.569,5.94E-03,2.58E-02,4.09E-02,1.54E-01
ENSG00000198862,O94822,LTN1,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082],0.093,-0.191,0.112,0.289,1.07E-01,1.24E-01,1.97E-01,2.66E-02
ENSG00000149716,F5GWS9,LTO1,LTO1 maturation factor of ABCE1 [Source:HGNC Symbol;Acc:HGNC:17589],0.424,0.565,0.832,0.820,1.04E-02,1.34E-02,7.10E-03,2.47E-02
ENSG00000135521,Q96GA3,LTV1,LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173],1.112,0.248,0.074,0.319,2.57E-04,8.90E-02,4.71E-01,6.62E-02
ENSG00000007392,Q9NQ29,LUC7L,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],0.761,0.044,0.474,0.477,5.00E-03,6.54E-01,9.98E-02,7.74E-02
ENSG00000146963,Q9Y383,LUC7L2,"LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]",0.029,-0.236,0.163,0.358,7.27E-01,4.03E-01,3.69E-01,1.04E-01
ENSG00000108848,O95232,LUC7L3,LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309],0.785,-0.113,0.163,0.423,3.39E-04,6.76E-01,1.53E-01,3.89E-02
ENSG00000139329,P51884,LUM,lumican [Source:HGNC Symbol;Acc:HGNC:6724],-1.611,0.700,-0.258,0.085,1.57E-02,7.95E-02,4.07E-01,9.71E-01
ENSG00000169641,Q86V48,LUZP1,leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985],-1.037,-0.290,-0.310,-0.059,4.21E-03,1.39E-01,1.36E-01,5.11E-01
ENSG00000145220,Q9NX58,LYAR,Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021],0.592,-0.044,0.340,0.386,6.09E-03,9.84E-01,9.59E-02,1.03E-01
ENSG00000254087,P07948,LYN,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]",1.336,-0.654,-0.716,-0.090,1.39E-04,7.26E-02,7.37E-02,6.67E-01
ENSG00000120992,A0A087X1K9,LYPLA1,lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737],-0.022,-0.074,-0.013,-0.207,8.59E-01,3.39E-01,9.84E-01,5.02E-02
ENSG00000011009,Q5QPQ1,LYPLA2,lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738],1.950,0.275,-0.065,-0.358,2.12E-02,2.13E-01,6.14E-01,6.71E-02
ENSG00000143353,Q5VWZ2,LYPLAL1,lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440],1.624,-0.408,-0.261,-0.166,1.19E-03,3.27E-01,1.65E-01,6.05E-01
ENSG00000162441,Q8WZA0,LZIC,leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497],0.226,0.318,-0.012,0.103,1.03E-02,1.26E-02,8.69E-01,2.10E-01
